"Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Latitude","Longitude","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year"
14999478,TRUE,2016-03-29,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.49073496,-98.5349923,"VANCE JACKSON RD",2000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","63",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","March",2016
15000989,FALSE,2016-03-29,0,0,1,1,"C - POSSIBLE INJURY",0,1,1,29.45906497,-98.5402823,"WILSON BLVD",1300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","25",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","March",2016
15003962,TRUE,2016-03-29,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.39094671,-98.48628171,"SS0536",1314,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","57",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","March",2016
15000133,FALSE,2016-03-30,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.51490375,-98.5670421,"MEDICAL DR",4210,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","51",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","March",2016
15003115,TRUE,2016-03-31,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.41115498,-98.52914231,"S ZARZAMORA ST",1600,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","March",2016
15003259,TRUE,2016-03-31,0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.43315497,-98.57914229,"W COMMERCE ST",6101,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","12",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","March",2016
15003920,FALSE,2016-04-01,0,0,3,0,"N - NOT INJURED",0,0,0,29.38300498,-98.50141374,"LORRAINE AVE",128,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","57",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2016
15004837,FALSE,2016-04-02,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.36159879,-98.53647536,"W MAYFIELD BLVD",759,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15005411,FALSE,2016-04-03,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.37539646,-98.46154788,"E SOUTHCROSS BLVD",2183,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","49",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2016
15007685,FALSE,2016-04-04,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.52876454,-98.49880299,"MCCARTY RD",438,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","66",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15069505,TRUE,2016-04-11,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.51158496,-98.5499823,"VANTAGE DR",8098,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2016
15045718,TRUE,2016-04-17,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.51758496,-98.59495228,"ECKHERT RD",5700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","35",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2016
15069506,TRUE,2016-04-18,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.42542497,-98.49814231,"W COMMERCE ST",501,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15046754,TRUE,2016-04-20,0,1,0,1,"B - SUSPECTED MINOR INJURY",0,2,0,29.57841915,-98.39113391,"OCONNOR RD",15300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2016
15051975,TRUE,2016-04-20,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.45867497,-98.57226229,"HAVANA ST",117,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","13",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15053696,FALSE,2016-04-20,0,0,2,0,"N - NOT INJURED",0,0,0,29.52719073,-98.5614615,"CONSOLE DR",9501,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","38",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","April",2016
15045667,FALSE,2016-04-21,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,2,29.34327815,-98.48790122,"CREATH PL",572,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","9",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2016
15045799,FALSE,2016-04-21,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.52127212,-98.59353777,"MCLENNAN OAK",41,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15046805,FALSE,2016-04-22,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.47847496,-98.51798209,"W HERMOSA DR",1424,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","9",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2016
15050658,FALSE,2016-04-22,1,0,1,0,"K - FATAL INJURY",0,0,0,29.43075497,-98.5541023,"N GENERAL MCMULLEN DR",100,"No Data","No Data","No Data",1,"3 - PEDALCYCLIST",0,0,0,0,0,0,"No Data","No Data","No Data","17",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"3 - PEDALCYCLIST","April",2016
15069995,FALSE,2016-04-22,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.48447333,-98.35270069,"FM0078",6738,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2016
15047085,TRUE,2016-04-23,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42366113,-98.50144203,"IH0035",300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","59",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15047152,FALSE,2016-04-24,0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42590603,-98.50227077,"W COMMERCE ST",743,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15049308,TRUE,2016-04-24,0,0,1,0,"N - NOT INJURED",0,0,1,29.45436996,-98.47145732,"E MULBERRY AVE",1000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","32",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","April",2016
15055597,TRUE,2016-04-24,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.38040498,-98.5291623,"CARLISLE AVE",100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2016
15070216,TRUE,2016-04-25,0,1,6,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44071497,-98.52543231,"W POPLAR ST",2099,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15052678,FALSE,2016-04-26,1,0,1,0,"K - FATAL INJURY",0,0,0,29.40270395,-98.40756673,"LAKEWOOD DR",4425,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","65",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","April",2016
15053637,FALSE,2016-04-26,0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.36927982,-98.55881609,"QUINTANA RD",2092,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2016
15057970,TRUE,2016-04-26,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43121497,-98.5589323,"W COMMERCE ST",4999,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15058969,FALSE,2016-04-26,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.47259497,-98.5675723,"E SUNSHINE DR",1300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2016
15056142,FALSE,2016-04-27,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.50081695,-98.55861942,"SL0345",5094,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","38",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15072850,TRUE,2016-04-29,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.34258499,-98.50387231,"W FORMOSA BLVD",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","52",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2016
15070566,FALSE,2016-04-30,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.50064015,-98.55846984,"SL0345",5076,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","67",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2016
15120151,FALSE,2016-05-11,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.39846498,-98.45550366,"RIGSBY AVE",927,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","32",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15111307,FALSE,2016-05-16,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.52360817,-98.56977907,"WURZBACH RD",8660,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"B - BLACK","1 - MALE","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","May",2016
15113067,TRUE,2016-05-16,0,0,1,0,"N - NOT INJURED",0,0,1,29.47776497,-98.65295228,"GRISSOM RD",8500,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","May",2016
15111313,FALSE,2016-05-17,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.52066396,-98.59768014,"BABCOCK RD",5628,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","45",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15111357,FALSE,2016-05-19,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.47283914,-98.36441241,"LAKEVIEW DR",6283,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15112362,TRUE,2016-05-19,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.50325495,-98.32309235,"TALKENHORN",8063,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","11",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2016
15118749,FALSE,2016-05-19,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,2,29.46517868,-98.53120679,"MARY LOUISE DR",384,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","66",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15112743,TRUE,2016-05-20,0,0,1,0,"N - NOT INJURED",0,0,1,29.41744498,-98.58511229,"GUTHRIE ST",201,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","May",2016
15112963,FALSE,2016-05-20,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.34287915,-98.4848394,"S FLORES ST",8248,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","65",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15124765,FALSE,2016-05-20,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.40821282,-98.52074992,"MERIDA ST",308,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","4",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15124903,FALSE,2016-05-20,0,0,2,0,"N - NOT INJURED",0,0,0,29.49440664,-98.36024882,"WOODLAKE PKWY",7100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","36",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","May",2016
15124654,FALSE,2016-05-21,0,2,3,1,"A - SUSPECTED SERIOUS INJURY",1,4,0,29.40400314,-98.40545192,"SL0013",1703,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","1",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2016
15124654,FALSE,2016-05-21,0,2,3,1,"A - SUSPECTED SERIOUS INJURY",1,4,0,29.40400314,-98.40545192,"SL0013",1703,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","5",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15124654,FALSE,2016-05-21,0,2,3,1,"A - SUSPECTED SERIOUS INJURY",1,4,0,29.40400314,-98.40545192,"SL0013",1703,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","9",0,"B - BLACK","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15124654,FALSE,2016-05-21,0,2,3,1,"A - SUSPECTED SERIOUS INJURY",1,4,0,29.40400314,-98.40545192,"SL0013",1703,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","5",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15115467,TRUE,2016-05-22,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.45622997,-98.60256229,"CALLAGHAN RD",3600,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","52",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15116343,FALSE,2016-05-22,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.46171497,-98.54710838,"W GRAMERCY PL",2618,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","2",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15117575,FALSE,2016-05-22,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.47690618,-98.3676878,"LAKEVIEW DR",5191,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","28",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2016
15118740,TRUE,2016-05-22,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.46490497,-98.64506227,"REED RD",8200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","53",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15129709,FALSE,2016-05-22,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.52175414,-98.56551311,"DATAPOINT DR",8796,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","65",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15118589,FALSE,2016-05-23,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.47233656,-98.36749748,"JACKIES FARM",6158,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","35",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15119359,TRUE,2016-05-24,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44071497,-98.52543231,"W POPLAR ST",2099,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","61",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15119453,TRUE,2016-05-24,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.42721497,-98.51669231,"W COMMERCE ST",1999,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15120002,TRUE,2016-05-24,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.44063497,-98.49898231,"SAN PEDRO AVE",800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","72",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15134074,TRUE,2016-05-24,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.54257495,-98.58096229,"HUEBNER RD",10698,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","14",0,"B - BLACK","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2016
15119767,FALSE,2016-05-25,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.56347407,-98.39091501,"FM2252",13417,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2016
15121270,TRUE,2016-05-25,0,0,2,0,"N - NOT INJURED",0,0,0,29.43777497,-98.50262231,"N FLORES ST",1298,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","25",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","May",2016
15124541,TRUE,2016-05-26,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.35665085,-98.5265823,"SL0013",2028,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","29",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2016
15124406,TRUE,2016-05-27,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42643497,-98.49132231,"N ST MARYS ST",300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","No Data",0,"98 - OTHER","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2016
15124483,FALSE,2016-05-27,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.32621499,-98.50117232,"YUKON BLVD",200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","9",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2016
15124929,FALSE,2016-05-27,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.41930227,-98.52446563,"GUADALUPE ST",2164,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","62",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2016
15136793,TRUE,2016-05-31,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.47662496,-98.5477923,"BABCOCK RD",600,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2016
15132367,FALSE,2016-06-01,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.45323878,-98.472347,"SL0368",2814,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","51",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2016
15134183,TRUE,2016-06-01,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.47420496,-98.50036231,"FRESNO",420,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2016
15134075,TRUE,2016-06-02,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.36892498,-98.53405231,"S ZARZAMORA ST",5898,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2016
15136000,FALSE,2016-06-02,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.32625458,-98.47917917,"SS0536",5143,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","45",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2016
15136428,FALSE,2016-06-03,0,0,2,0,"N - NOT INJURED",0,0,1,29.41292772,-98.56994264,"CASTROVILLE RD",2201,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"4 - PEDESTRIAN","June",2016
