"Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Latitude","Longitude","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Person_Death_Count","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month"
13251768,TRUE,"2013-05-04",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,29.40934498,-98.5567723,"S GENERAL MCMULLEN DR",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May"
13251768,TRUE,"2013-05-04",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,29.40934498,-98.5567723,"S GENERAL MCMULLEN DR",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May"
13251893,TRUE,"2013-05-05",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.56182494,-98.44046232,"STONEY GRV",3199,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May"
13251963,FALSE,"2013-05-05",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.36970171,-98.46100929,"S NEW BRAUNFELS AVE",5695,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May"
13255922,FALSE,"2013-05-06",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.46534614,-98.36619998,"ALASKIAN SUNRISE DR",4114,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13261404,TRUE,"2013-05-06",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.44494497,-98.5634523,"MEMORIAL ST",1200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May"
13255872,FALSE,"2013-05-07",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.49220427,-98.3813174,"MIDCROWN DR",5605,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May"
13259666,TRUE,"2013-05-07",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.36879498,-98.48815232,"E SOUTHCROSS BLVD",801,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13262001,TRUE,"2013-05-07",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.50304496,-98.56049229,"CALLAGHAN RD",7400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13258514,FALSE,"2013-05-08",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.37964609,-98.50429146,"PLEASANTON RD",591,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13262002,FALSE,"2013-05-08",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.49903496,-98.50792979,"DRESDEN DR",102,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May"
13261390,FALSE,"2013-05-09",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.4325934,-98.48264889,"8TH ST",302,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May"
13261314,FALSE,"2013-05-10",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.51811202,-98.50679231,"BLANCO RD",6711,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13261663,FALSE,"2013-05-10",0,0,1,0,"N - NOT INJURED",0,0,0,29.35188254,-98.61446111,"FAIRSHIRE",5963,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","May"
13316466,TRUE,"2013-05-22",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.44491564,-98.52266433,"SS0421",1696,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May"
13305649,TRUE,"2013-06-06",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.44063497,-98.49184231,"MCCULLOUGH AVE",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13306059,TRUE,"2013-06-07",0,0,1,0,"N - NOT INJURED",0,0,1,29.49599212,-98.7095934,"FM0471",11001,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June"
13308944,TRUE,"2013-06-07",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.51506495,-98.46537232,"BROADWAY ST",8400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13319002,FALSE,"2013-06-08",0,0,1,0,"N - NOT INJURED",0,0,1,29.42510497,-98.48788231,"LOSOYA ST",200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June"
13308278,FALSE,"2013-06-09",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.42508716,-98.44753967,"E HOUSTON ST",2789,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June"
13308280,TRUE,"2013-06-09",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,29.38414498,-98.46745232,"PIEDMONT AVE",3400,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June"
13308870,FALSE,"2013-06-09",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.45134908,-98.52141304,"W FRENCH PL",1679,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June"
13319075,TRUE,"2013-06-09",0,0,1,0,"N - NOT INJURED",0,0,1,29.36560498,-98.53404231,"S ZARZAMORA ST",6298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June"
13311202,TRUE,"2013-06-10",0,0,2,0,"N - NOT INJURED",0,0,0,29.38655498,-98.44666233,"HALLIE AVE",3600,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June"
13311823,FALSE,"2013-06-11",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.51291495,-98.41029233,"PERRIN BEITEL RD",8200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June"
13314158,TRUE,"2013-06-11",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42816497,-98.52692231,"N ZARZAMORA ST",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13312906,FALSE,"2013-06-12",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.49655807,-98.38858465,"EISENHAUER RD",5090,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13314590,FALSE,"2013-06-13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43740387,-98.49717899,"SAN PEDRO AVE",458,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13316888,TRUE,"2013-06-13",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.44517089,-98.52495044,"SS0421",1101,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13326650,FALSE,"2013-06-13",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.4687667,-98.56949451,"SS0421",1550,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June"
13316341,FALSE,"2013-06-14",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.57554555,-98.43993971,"THOUSAND OAKS DR",3015,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13316546,FALSE,"2013-06-14",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.3577954,-98.55423596,"SL0013",3399,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13316687,FALSE,"2013-06-14",0,0,1,0,"N - NOT INJURED",0,0,1,29.48653371,-98.53559205,"LA MANDA BLVD",2328,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,0,"99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","June"
13317168,FALSE,"2013-06-15",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42633881,-98.51890604,"BUENA VISTA ST",1876,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June"
13328042,FALSE,"2013-06-15",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.54346891,-98.62726505,"PRUE RD",7404,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June"
13317246,FALSE,"2013-06-16",0,0,0,1,"C - POSSIBLE INJURY",0,1,0,29.41075123,-98.51540528,"S BRAZOS ST",1579,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June"
13317341,TRUE,"2013-06-16",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.38715353,-98.52330063,"SL0353",2900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13318974,TRUE,"2013-06-16",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.39846498,-98.45674232,"S GEVERS ST",2100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June"
13319254,FALSE,"2013-06-17",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.41732538,-98.55081663,"CASTROVILLE RD",696,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","June"
13322636,FALSE,"2013-06-18",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.36282939,-98.50391231,"PLEASANTON RD",1902,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June"
13326210,FALSE,"2013-06-18",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.40677329,-98.5297232,"S ZARZAMORA ST",1902,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June"
13326673,TRUE,"2013-06-18",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42650497,-98.48866231,"N PRESA ST",698,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June"
13324720,FALSE,"2013-06-19",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.48408496,-98.40043427,"RITTIMAN RD",4629,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June"
13326529,TRUE,"2013-06-19",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.49385933,-98.43341603,"SL0368",1500,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June"
13326615,FALSE,"2013-06-19",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.60423232,-98.52467706,"FOUNTAIN WAY",2311,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June"
13328254,FALSE,"2013-06-21",0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.36592176,-98.62765473,"WALNUT VALLEY DR",6801,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June"
13377062,FALSE,"2013-07-07",0,0,2,0,"N - NOT INJURED",0,0,1,29.39829934,-98.42811481,"US0087",2100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July"
13371552,TRUE,"2013-07-22",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43141497,-98.47326232,"N HACKBERRY ST",1000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,1,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July"
13371552,TRUE,"2013-07-22",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43141497,-98.47326232,"N HACKBERRY ST",1000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,1,0,0,1,0,0,"N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","July"
13381472,FALSE,"2013-07-23",0,1,0,1,"B - SUSPECTED MINOR INJURY",0,2,0,29.43279337,-98.55872264,"N SAN FELIPE AVE",146,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13372784,FALSE,"2013-07-24",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.35672015,-98.54259437,"SL0013",2804,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13373195,TRUE,"2013-07-24",0,0,2,0,"N - NOT INJURED",0,0,0,29.39340498,-98.44663233,"SCHLEY AVE",2201,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July"
13374488,FALSE,"2013-07-24",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.38466673,-98.53922756,"WICHITA CT",103,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July"
13374833,FALSE,"2013-07-25",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.46484497,-98.5492623,"DONALDSON AVE",1200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July"
13374877,FALSE,"2013-07-25",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.38410127,-98.52594228,"SL0353",3212,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July"
13376975,FALSE,"2013-07-25",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.51642544,-98.41102254,"FM2252",8500,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13377052,FALSE,"2013-07-26",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.44305909,-98.49185231,"MCCULLOUGH AVE",1508,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July"
13381762,FALSE,"2013-07-26",0,2,0,0,"B - SUSPECTED MINOR INJURY",0,2,1,29.42423497,-98.4630276,"CANTON ST",209,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13381762,FALSE,"2013-07-26",0,2,0,0,"B - SUSPECTED MINOR INJURY",0,2,1,29.42423497,-98.4630276,"CANTON ST",209,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13377939,FALSE,"2013-07-28",1,0,0,0,"K - FATAL INJURY",0,0,1,29.42075604,-98.47442627,"E COMMERCE ST",1411,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,1,"K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","July"
13379072,FALSE,"2013-07-29",0,0,3,0,"N - NOT INJURED",0,0,1,29.54494701,-98.57844713,"HUEBNER RD",11009,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,0,"99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","July"
13381679,TRUE,"2013-07-29",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.48352496,-98.62995228,"GRISSOM RD",5400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July"
13391588,TRUE,"2013-07-30",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.46589496,-98.5274623,"FREDERICKSBURG RD",2200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July"
13382595,FALSE,"2013-07-31",0,2,0,0,"B - SUSPECTED MINOR INJURY",0,2,0,29.55099493,-98.4926023,"E NAKOMA ST",300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13382667,FALSE,"2013-07-31",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.55443495,-98.43074232,"RIDGE CROWN ST",12200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13384128,FALSE,"2013-07-31",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.40953229,-98.53540099,"MERIDA ST",936,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July"
13384029,FALSE,"2013-08-01",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.41719685,-98.62966228,"W MILITARY DR",7464,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August"
13384113,TRUE,"2013-08-01",0,0,2,0,"N - NOT INJURED",0,0,0,29.40685498,-98.52971231,"S ZARZAMORA ST",1900,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","August"
13385257,FALSE,"2013-08-01",0,0,3,0,"N - NOT INJURED",0,0,1,29.39845871,-98.47182072,"RIGSBY AVE",173,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,0,"99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","August"
13386219,TRUE,"2013-08-01",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.48855496,-98.5259823,"WEST AVE",3100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August"
13386494,FALSE,"2013-08-02",0,0,2,0,"N - NOT INJURED",0,0,0,29.46633497,-98.60240783,"INGRAM RD",5997,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,0,"N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August"
13386409,TRUE,"2013-08-03",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.38700498,-98.48767232,"WEAVER ST",198,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August"
13387331,TRUE,"2013-08-03",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.36810498,-98.53071231,"W SOUTHCROSS BLVD",1298,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,0,"A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","August"
13387107,TRUE,"2013-08-04",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.43716497,-98.46096232,"N NEW BRAUNFELS AVE",1500,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August"
13390987,TRUE,"2013-08-06",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.39209203,-98.51900893,"SL0353",2200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August"
13391338,FALSE,"2013-08-06",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.49732384,-98.46654232,"BROADWAY ST",7503,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August"
13391343,TRUE,"2013-08-06",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.44333497,-98.47557232,"N ALAMO ST",1898,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August"
13392865,TRUE,"2013-08-06",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.36480498,-98.5427423,"WAGNER AVE",1699,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August"
13436927,FALSE,"2013-09-04",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.5673866,-98.4760598,"JULIENNE",1201,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","September"
13436617,TRUE,"2013-09-05",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.43099497,-98.5566923,"W COMMERCE ST",4809,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September"
13448085,TRUE,"2013-09-06",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.41963497,-98.52804231,"S ZARZAMORA ST",898,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","September"
13437774,TRUE,"2013-09-07",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.39254497,-98.36932235,"FOSTER MDWS",2858,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,0,"C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","September"
13437855,FALSE,"2013-09-07",1,0,0,0,"K - FATAL INJURY",0,0,1,29.36876498,-98.4960353,"E SOUTHCROSS BLVD",395,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,1,"K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","September"
13444157,FALSE,"2013-09-07",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42279034,-98.48688578,"E MARKET ST",171,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September"
