Crash ID,Crash Date,Crash Year,Person Injury Severity,Person Non-Suspected Serious Injury Count,Person Not Injured Count,Person Possible Injury Count,Person Suspected Serious Injury Count,Person Type
14353444,3/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14370731,4/2/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14360781,4/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14360965,4/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14361247,4/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14374115,4/4/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14366076,4/6/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14368578,4/7/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14370883,4/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14376635,4/12/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14387392,4/12/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14375803,4/13/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14381515,4/13/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14379348,4/14/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14386461,4/14/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14407017,4/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14386105,4/17/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14386421,4/17/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14386568,4/17/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14389741,4/19/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14392708,4/19/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14409003,4/19/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14396993,4/20/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14395005,4/21/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14396310,4/22/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14396892,4/22/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14407027,4/23/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14400363,4/25/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14403022,4/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14403299,4/27/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14403793,4/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14407627,4/29/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14409289,4/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14411438,5/2/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14413803,5/3/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14413803,5/3/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14414204,5/3/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14416498,5/4/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14417358,5/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14418891,5/6/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14424192,5/7/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14437511,5/7/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14424449,5/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14427150,5/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14429252,5/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14427473,5/11/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14431656,5/12/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14436567,5/14/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14446664,5/15/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14468818,5/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14443977,5/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14448631,5/19/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14446808,5/20/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14453268,5/20/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14450316,5/21/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14450050,5/24/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14468056,5/25/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14453396,5/26/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14457087,5/27/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14457456,5/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14471694,5/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14460742,5/28/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14460418,5/29/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14460611,5/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14484324,5/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14463122,5/31/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14471703,6/1/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14482230,6/1/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14471453,6/2/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14472223,6/2/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14473038,6/2/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14469822,6/4/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14469864,6/4/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14469940,6/4/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14472746,6/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14475612,6/5/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14491766,6/5/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14475399,6/7/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14476667,6/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14479621,6/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14484573,6/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14484276,6/11/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14494121,6/11/15,2015,K - FATAL INJURY,0,0,0,0,3 - PEDALCYCLIST
14499711,6/13/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14487900,6/15/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14490198,6/15/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14496090,6/16/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14492764,6/17/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14495715,6/18/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14499536,6/20/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14501632,6/23/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14505287,6/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14506458,6/25/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14506925,6/26/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14507090,6/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14507500,6/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14513120,6/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14511601,6/28/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14516650,6/29/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14520247,7/1/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14521094,7/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14524985,7/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14520206,7/5/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14521101,7/6/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14527045,7/9/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14552542,7/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14529811,7/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14549271,7/11/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14549271,7/11/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14531734,7/13/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14532068,7/13/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14533532,7/13/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14537489,7/15/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14537860,7/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14539042,7/16/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14539359,7/16/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14542222,7/19/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14546125,7/21/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14549554,7/21/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14552471,7/22/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14552972,7/24/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14554209,7/26/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14556035,7/26/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14556035,7/26/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14560097,7/26/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14558045,7/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14560096,7/27/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14563934,7/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14559972,7/28/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14559998,7/29/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14566637,7/29/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14588121,7/29/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14561803,7/30/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14563182,7/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14569901,8/3/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14570213,8/3/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14574125,8/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14575377,8/6/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14585700,8/6/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14577579,8/8/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14579058,8/8/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14581302,8/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14581735,8/10/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14581744,8/10/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14583234,8/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14583834,8/12/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14587378,8/13/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14588127,8/14/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14593027,8/18/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14594839,8/18/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14595015,8/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14595060,8/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14597750,8/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14597391,8/20/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14600776,8/22/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14604281,8/23/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14624637,8/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14609706,8/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14633600,8/29/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14624161,9/1/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14621850,9/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14622568,9/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14622507,9/4/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14623157,9/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14623501,9/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14635030,9/7/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14631826,9/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14637667,9/12/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14639880,9/12/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14636698,9/13/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14637008,9/13/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14655586,9/13/15,2015,K - FATAL INJURY,0,0,0,0,3 - PEDALCYCLIST
14643285,9/15/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14643063,9/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14644764,9/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14645336,9/17/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14648749,9/17/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14647496,9/18/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14648707,9/18/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14648892,9/19/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14653143,9/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14685201,9/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14649303,9/20/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14651354,9/20/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14653141,9/20/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14651526,9/21/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14653615,9/22/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14656241,9/23/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14690836,9/23/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14658044,9/24/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14660493,9/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14667560,9/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14665713,9/28/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14667299,9/29/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14667711,9/29/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14670454,9/30/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14676119,10/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14676016,10/4/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14682460,10/7/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14686100,10/7/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14688523,10/9/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14685959,10/10/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14685966,10/10/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14686156,10/11/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14690473,10/12/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14695681,10/12/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14691417,10/13/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14694774,10/14/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14695677,10/15/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14702157,10/16/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14699165,10/17/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14710712,10/18/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14718404,10/19/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14706502,10/20/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14708830,10/22/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14710604,10/22/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14711653,10/23/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14716380,10/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14722726,10/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14716412,10/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14736161,10/28/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14726612,11/1/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14728778,11/2/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14732117,11/3/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14737784,11/4/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14736296,11/5/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14738213,11/5/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14739106,11/6/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14748647,11/7/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14742766,11/8/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14745656,11/9/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14745923,11/10/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14747219,11/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14747261,11/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14747468,11/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14748713,11/11/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14751591,11/11/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14749323,11/12/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14752658,11/12/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14752797,11/13/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14755872,11/15/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14759539,11/17/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14760418,11/17/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14762242,11/18/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14764559,11/19/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14764719,11/19/15,2015,99 - UNKNOWN,0,0,0,0,3 - PEDALCYCLIST
14765775,11/21/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14766439,11/21/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14773703,11/25/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14774180,11/26/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14775932,11/27/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14801666,12/3/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14796939,12/8/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14799151,12/8/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14801430,12/9/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14823725,12/11/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14808013,12/14/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14812880,12/14/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14810993,12/15/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14835572,12/15/15,2015,K - FATAL INJURY,0,0,0,0,3 - PEDALCYCLIST
14849713,12/16/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14815587,12/17/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14816109,12/17/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14820557,12/20/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14821094,12/21/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14821385,12/21/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14825994,12/22/15,2015,N - NOT INJURED,0,1,0,0,3 - PEDALCYCLIST
14827201,12/23/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14827282,12/24/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14827665,12/24/15,2015,A - SUSPECTED SERIOUS INJURY,0,0,0,1,3 - PEDALCYCLIST
14829654,12/26/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14838003,12/30/15,2015,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14838891,12/31/15,2015,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
14849292,1/6/16,2016,C - POSSIBLE INJURY,0,0,1,0,3 - PEDALCYCLIST
14849700,1/7/16,2016,B - SUSPECTED MINOR INJURY,1,0,0,0,3 - PEDALCYCLIST
