Crash ID,Crash Date,Crash Year,Person Injury Severity,Person Non-Suspected Serious Injury Count,Person Not Injured Count,Person Possible Injury Count,Person Suspected Serious Injury Count,Person Total Injury Count,Person Type
13568832,11/26/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13569051,11/26/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13571834,11/26/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13576803,11/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13576803,11/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13576803,11/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13576803,11/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13576803,11/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13570024,11/27/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13570232,11/27/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13570400,11/27/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13570601,11/27/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13570982,11/27/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13578586,11/27/13,2013,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13571359,11/29/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13571945,11/29/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13572055,12/1/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13576835,12/1/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13578760,12/2/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13589612,12/2/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13577353,12/3/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13578072,12/3/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13582153,12/3/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13584758,12/4/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13581885,12/5/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13583882,12/5/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13585409,12/5/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13584771,12/6/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13584856,12/6/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13585031,12/6/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13585396,12/6/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13610503,12/6/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13584851,12/7/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13584853,12/7/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13585021,12/7/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13584886,12/8/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13584886,12/8/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13585366,12/8/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13597053,12/9/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13597124,12/9/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13589805,12/10/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13590130,12/10/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13591357,12/10/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13596154,12/10/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13596737,12/10/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13606822,12/10/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13593636,12/11/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13596242,12/12/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13596628,12/13/13,2013,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13596751,12/14/13,2013,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13596981,12/14/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13600871,12/14/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13611199,12/14/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13604480,12/15/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13603188,12/17/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13603188,12/17/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13604496,12/17/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13602514,12/18/13,2013,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13603178,12/18/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13604501,12/18/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13605015,12/18/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13607146,12/18/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13603690,12/19/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13606922,12/19/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13606926,12/19/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13607415,12/20/13,2013,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13610041,12/22/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13610244,12/22/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13615034,12/22/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13610587,12/23/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13611528,12/23/13,2013,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13633245,12/23/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13646746,12/23/13,2013,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13611520,12/24/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13614123,12/24/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13615435,12/24/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13612441,12/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13614468,12/26/13,2013,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13623468,12/26/13,2013,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13623468,12/26/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13614738,12/27/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13615040,12/27/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13615270,12/28/13,2013,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13620412,12/31/13,2013,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13620648,12/31/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13622953,12/31/13,2013,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13630963,12/31/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13630963,12/31/13,2013,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13620800,1/1/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13623457,1/1/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13625871,1/1/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13624722,1/2/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13625543,1/3/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13625547,1/3/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13625458,1/4/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13626021,1/5/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13629762,1/6/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13633157,1/6/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13631290,1/7/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13634857,1/7/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13636001,1/7/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13631245,1/8/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13631263,1/8/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13631263,1/8/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13635996,1/8/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13642044,1/8/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13635264,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13635584,1/10/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13635821,1/10/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13635875,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13638586,1/10/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13638706,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13641055,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13646850,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13652880,1/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13636040,1/11/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13636090,1/11/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13636096,1/11/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13638627,1/11/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13643311,1/11/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13637992,1/13/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13638498,1/13/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13638542,1/13/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13638562,1/13/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13641113,1/14/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13642163,1/14/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13650814,1/14/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13642223,1/15/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13644645,1/15/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13654493,1/15/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13643809,1/16/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13646391,1/16/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13646744,1/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13653635,1/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13647214,1/18/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13647681,1/18/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13654933,1/19/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13650085,1/20/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13650245,1/20/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13658253,1/20/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13702302,1/20/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13650054,1/21/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13650755,1/21/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13652192,1/21/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13652461,1/21/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13658609,1/21/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13669147,1/21/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13654203,1/22/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13656634,1/23/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13658914,1/23/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13656551,1/24/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13656865,1/24/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13657256,1/24/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13657439,1/24/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13675164,1/24/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13657903,1/25/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13658831,1/26/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13659925,1/26/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13661954,1/27/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13663261,1/28/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13668377,1/28/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13664161,1/29/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13667935,1/30/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13668749,1/31/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13669230,2/1/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13671169,2/1/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13675141,2/1/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13679790,2/1/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13688553,2/2/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13674897,2/3/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13671755,2/4/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13674609,2/4/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13674893,2/4/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13674893,2/4/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13678315,2/4/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13678989,2/4/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13678989,2/4/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13678989,2/4/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13680294,2/4/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13703075,2/5/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13678065,2/6/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13678370,2/6/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13685116,2/9/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13691308,2/9/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13680114,2/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13681351,2/10/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13683031,2/11/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13685035,2/11/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13684932,2/12/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13685083,2/12/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13686237,2/12/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13686545,2/12/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13702735,2/12/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13689055,2/13/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13689276,2/13/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13693104,2/13/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13688527,2/14/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13688917,2/14/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13688917,2/14/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13689663,2/14/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13689663,2/14/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13689663,2/14/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13691146,2/17/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13694243,2/17/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13697071,2/17/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13702838,2/17/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13704840,2/17/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13699765,2/18/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13702174,2/18/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13697187,2/19/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13702819,2/20/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13703073,2/20/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13701745,2/21/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13702195,2/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13702197,2/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13702566,2/21/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13702566,2/21/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13707849,2/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13714231,2/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13731044,2/21/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13703195,2/22/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13704838,2/22/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13705055,2/22/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13707759,2/22/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13710789,2/22/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13710823,2/23/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13707322,2/24/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13710781,2/24/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13710503,2/26/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13714944,2/26/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13713246,2/28/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13713622,2/28/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13718535,2/28/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13717949,3/1/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13723275,3/1/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13733411,3/3/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13718989,3/4/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13725250,3/4/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13722963,3/6/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13724480,3/6/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13724836,3/6/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13725585,3/6/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13725080,3/7/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13725110,3/7/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13725575,3/7/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13726224,3/8/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13726224,3/8/14,2014,99 - UNKNOWN,0,0,0,0,0,4 - PEDESTRIAN
13728453,3/9/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13728774,3/10/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13730688,3/10/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13737068,3/11/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13733827,3/12/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13734400,3/12/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13740064,3/13/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13736024,3/14/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13736566,3/14/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13736713,3/14/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13736716,3/14/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13737822,3/15/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13742169,3/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13746119,3/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13746212,3/17/14,2014,N - NOT INJURED,0,1,0,0,0,4 - PEDESTRIAN
13750194,3/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13754547,3/17/14,2014,C - POSSIBLE INJURY,0,0,1,0,1,4 - PEDESTRIAN
13747776,3/20/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13759327,3/20/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
13747737,3/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13747770,3/21/14,2014,B - SUSPECTED MINOR INJURY,1,0,0,0,1,4 - PEDESTRIAN
13751451,3/21/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13748503,3/22/14,2014,A - SUSPECTED SERIOUS INJURY,0,0,0,1,1,4 - PEDESTRIAN
13755147,3/22/14,2014,K - FATAL INJURY,0,0,0,0,0,4 - PEDESTRIAN
