X,Y,ReportType,PrmaryCollsionType,CaseNumber,UnitsInvolved,Location,OnHighway,CrossStreet,FeetFromIntersection,DirectionFromIntersection,CollisionDate,ReportedDate,ReportedYear,ReportedMonth,ReportedMonthName,ReportedWeek,ReportedDayofWeekNum,ReportedDayofMonth,ReportedDayofWeek,ReportedHour,HitAndRunStatus,LightingCondition,WeatherCondition,Severity,NumKilled,NumSeriouslyInjured,NumInjuredOrKilled,Lat,Lon,DUI,AlcoholDrugSuspected,BicyclesInvolved,PedestriansInvolved,RoadDescription,Crash_Time,ESRI_OID
-105.279303,40.015822,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2203943,2,BROADWAY/CANYON BLVD,CANYON,STATE HWY,     ,E ,2022/04/28 00:00:00+00,2022/04/28 11:52:00+00,2022,4,April,11,5,28,Thursday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.015822,-105.279303,0,0,0,0,NON-INTERSECTION,1200,2753
-105.254379,40.005208,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2203987,2,E EUCLID AVE/KENT ST,E EUCLID AVE,CITY ST/CNTY RD,     ,  ,2022/04/29 00:00:00+00,2022/04/29 11:27:00+00,2022,4,April,11,6,29,Friday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.005208,-105.254379,0,0,0,0,AT INTERSECTION,1127,2754
-105.277737,40.019432,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211218,2,14TH ST/SPRUCE ST,SPRUCE STREET,CITY ST/CNTY RD,     ,  ,2022/11/09 00:00:00+00,2022/11/09 13:02:00+00,2022,11,November,13,4,9,Wednesday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.019432,-105.277737,0,0,0,0,AT INTERSECTION,1302,2755
-105.276293,40.009467,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2210942,2,BROADWAY/PLEASANT ST,BROADWAY,STATE HWY,     ,N ,2022/10/31 00:00:00+00,2022/10/31 12:34:00+00,2022,10,October,12,2,31,Monday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.009467,-105.276293,0,0,0,0,INTERSECTION RELATED,1234,2756
-105.258282,40.014544,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2210961,2,28TH ST/ARAPAHOE AVE,ARAPAHOE AVE,STATE HWY,     ,E ,2022/11/01 00:00:00+00,2022/11/01 07:22:00+00,2022,11,November,7,3,1,Tuesday,7,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,40.014544,-105.258282,0,0,0,0,NON-INTERSECTION,722,2757
-105.279389,40.020171,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211154,2,13TH ST/PINE ST,PINE ST.,CITY ST/CNTY RD,     ,E ,2022/11/02 00:00:00+00,2022/11/07 16:09:00+00,2022,11,November,16,2,7,Monday,16,Motorway Collision,Dark - Lighted,NONE,Possible injury,0,0,0,40.020171,-105.279389,0,0,0,0,DRIVEWAY ACCESS RELATED,1800,2758
-105.263563,40.000114,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211500,2,BASELINE RD/BROADWAY,BROADWAY,STATE HWY,     ,  ,2022/11/18 00:00:00+00,2022/11/18 10:52:00+00,2022,11,November,10,6,18,Friday,10,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000114,-105.263563,0,0,0,0,AT INTERSECTION,1050,2759
-105.278674,40.01413,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211358,2,ARAPAHOE AVE/BROADWAY,ARAPAHOE AVE,CITY ST/CNTY RD,     ,W ,2022/11/14 00:00:00+00,2022/11/14 09:41:00+00,2022,11,November,9,2,14,Monday,9,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.01413,-105.278674,0,0,0,0,INTERSECTION RELATED,941,2760
-105.258306,40.022242,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211525,2,2800  PEARL ST      ,PEARL ST,CITY ST/CNTY RD,     ,W ,2022/11/19 10:38:59+00,2022/11/19 10:39:00+00,2022,11,November,10,7,19,Saturday,10,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.022242,-105.258306,0,0,0,0,DRIVEWAY ACCESS RELATED,1045,2761
-105.263226,40.036463,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211668,2,IRIS AVE/FOLSOM ST,IRIS AVENUE,CITY ST/CNTY RD,     ,E ,2022/11/24 00:00:00+00,2022/11/24 11:54:00+00,2022,11,November,11,5,24,Thursday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.036463,-105.263226,0,0,0,0,AT INTERSECTION,1154,2762
-105.274767,40.018974,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211874,2,16TH ST/PEARL ST,16TH STREET,CITY ST/CNTY RD,     ,S ,2022/12/01 00:00:00+00,2022/12/01 10:21:00+00,2022,12,December,10,5,1,Thursday,10,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.018974,-105.274767,0,0,0,0,NON-INTERSECTION,1021,2763
-105.258492,40.017345,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211777,2,28TH ST/CANYON BLVD,28TH ST,STATE HWY,     ,S ,2022/11/28 00:00:00+00,2022/11/28 11:03:00+00,2022,11,November,11,2,28,Monday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017345,-105.258492,0,0,0,0,INTERSECTION RELATED,1101,2764
-105.277058,40.017413,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211266,2,14TH ST/WALNUT ST,14TH ST,CITY ST/CNTY RD,     ,S ,2022/11/10 00:00:00+00,2022/11/10 16:57:00+00,2022,11,November,16,5,10,Thursday,16,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,40.017413,-105.277058,0,0,0,0,INTERSECTION RELATED,1657,2765
-105.258403,40.029131,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211901,2,VALMONT RD/28TH ST,28TH STREET,STATE HWY,     ,  ,2022/12/02 00:00:00+00,2022/12/02 10:41:00+00,2022,12,December,10,6,2,Friday,10,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029131,-105.258403,0,0,0,0,AT INTERSECTION,1041,2766
-105.244862,40.029223,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2211908,3,FOOTHILLS PKWY/VALMONT RD,FOOTHILLS PARKWAY,STATE HWY,     ,N ,2022/12/02 00:00:00+00,2022/12/02 15:01:00+00,2022,12,December,15,6,2,Friday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029223,-105.244862,0,0,0,0,INTERSECTION RELATED,1501,2767
-105.274674,40.007207,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2209873,2,BROADWAY/COLLEGE AVE,BROADWAY,STATE HWY,     ,  ,2022/10/01 00:00:00+00,2022/10/01 15:51:00+00,2022,10,October,15,7,1,Saturday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.007207,-105.274674,0,0,0,0,AT INTERSECTION,1551,2768
-105.253692,40.025518,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804954,2,MAPLETON AVE/30TH ST,MAPLETON AVENUE,CITY ST/CNTY RD,     ,  ,2018/04/25 00:00:00+00,2018/04/25 07:16:00+00,2018,4,April,7,4,25,Wednesday,7,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,40.025518,-105.253692,0,0,0,0,AT INTERSECTION,645,2769
-105.260153,39.999094,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804989,2,27TH WAY/MOORHEAD AVE,BASELINE ROAD,,500,W ,2018/04/25 00:00:00+00,2018/04/25 18:22:00+00,2018,4,April,18,4,25,Wednesday,18,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.999094,-105.260153,0,0,0,0,INTERSECTION RELATED,1822,2770
-105.282114,40.037281,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1805060,2,BROADWAY/JUNIPER AVE,BROADWAY,CITY ST/CNTY RD,53,N ,2018/04/26 00:00:00+00,2018/04/26 15:53:00+00,2018,4,April,15,5,26,Thursday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.037281,-105.282114,0,0,0,0,DRIVEWAY ACCESS RELATED,1553,2771
-105.260468,40.017354,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1805066,2,CANYON BLVD/26TH ST,CANYON BLVD,STATE HWY,50,N ,2018/04/26 00:00:00+00,2018/04/26 17:30:00+00,2018,4,April,17,5,26,Thursday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017354,-105.260468,0,0,0,0,INTERSECTION RELATED,1731,2772
-105.28214,40.029253,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804640,2,BROADWAY/DELLWOOD AVE,BROADWAY,CITY ST/CNTY RD,     ,  ,,2018/04/18 08:14:00+00,2018,4,April,8,4,18,Wednesday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029253,-105.28214,0,0,0,0,INTERSECTION RELATED,813,2773
-105.255817,39.989251,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804641,2,DARTMOUTH AVE/S BROADWAY,BROADWAY,STATE HWY,375,N ,2018/04/18 00:00:00+00,2018/04/18 08:44:00+00,2018,4,April,8,4,18,Wednesday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.989251,-105.255817,0,0,0,0,NON-INTERSECTION,844,2774
-105.263661,40.023399,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804651,2,FOLSOM ST/PINE ST,PINE,CITY ST/CNTY RD,75,E ,2018/04/18 00:00:00+00,2018/04/18 11:38:00+00,2018,4,April,11,4,18,Wednesday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.023399,-105.263661,0,0,0,0,NON-INTERSECTION,1135,2775
-105.284844,40.020578,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804654,2,9TH ST/MAPLETON AVE,MAPLETON AVE,CITY ST/CNTY RD,100,E ,2018/04/18 00:00:00+00,2018/04/18 13:07:00+00,2018,4,April,13,4,18,Wednesday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020578,-105.284844,0,0,0,0,NON-INTERSECTION,1307,2776
-105.275473,40.020977,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804606,2,16TH ST/PINE ST,PINE ST,CITY ST/CNTY RD,56,E ,2018/04/17 00:00:00+00,2018/04/17 12:12:00+00,2018,4,April,12,3,17,Tuesday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020977,-105.275473,0,0,0,0,NON-INTERSECTION,1212,2777
-105.282104,40.032865,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804667,2,BROADWAY/FOREST AVE,BROADWAY,CITY ST/CNTY RD,100,N ,2018/04/18 00:00:00+00,2018/04/18 16:52:00+00,2018,4,April,16,4,18,Wednesday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.032865,-105.282104,0,0,0,0,NON-INTERSECTION,1652,2778
-105.26379,40.000067,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804702,2,BROADWAY/BASELINE RD,BASELINE,STATE HWY,50,E ,2018/04/19 00:00:00+00,2018/04/19 15:35:00+00,2018,4,April,15,5,19,Thursday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000067,-105.26379,0,0,0,0,INTERSECTION RELATED,1535,2779
-105.243519,40.022857,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804392,2,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,FOOTHILLS,STATE HWY,250,S ,2018/04/12 00:00:00+00,2018/04/12 16:10:00+00,2018,4,April,16,5,12,Thursday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.022857,-105.243519,0,0,0,0,NON-INTERSECTION,1610,2780
-105.281039,40.020916,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804369,2,BROADWAY/MAPLETON AVE,BROADWAY,CITY ST/CNTY RD,300,N ,2018/04/12 00:00:00+00,2018/04/12 08:03:00+00,2018,4,April,8,5,12,Thursday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.020916,-105.281039,0,0,0,0,NON-INTERSECTION,803,2781
-105.239567,40.008522,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804498,2,FOOTHILLS PKWY/COLORADO AVE,FOOTHILLS HWY,STATE HWY,750,S ,2018/04/14 00:00:00+00,2018/04/14 17:09:00+00,2018,4,April,17,7,14,Saturday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.008522,-105.239567,0,0,0,0,NON-INTERSECTION,1708,2782
-105.27995,40.01683,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804500,2,1175  WALNUT ST      ,WALNUT AV,CITY ST/CNTY RD,50,E ,2018/04/14 00:00:00+00,2018/04/14 18:49:00+00,2018,4,April,18,7,14,Saturday,18,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.01683,-105.27995,0,0,0,0,NON-INTERSECTION,1849,2783
-105.241353,39.972841,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804244,2,1515  GREENBRIAR BLVD      ,1515 GREENBRIAR BLVD,,     ,  ,2018/04/09 00:00:00+00,2018/04/09 16:58:00+00,2018,4,April,16,2,9,Monday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.972841,-105.241353,0,0,0,0,PARKING LOT,1703,2784
-105.282131,40.061857,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804288,2,LEE HILL DR/BROADWAY,LEE HILL DR,CITY ST/CNTY RD,115,W ,2018/04/10 00:00:00+00,2018/04/10 17:41:00+00,2018,4,April,17,3,10,Tuesday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.061857,-105.282131,0,0,0,0,NON-INTERSECTION,1741,2785
-105.225069,40.027648,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1804340,2,55TH ST/PEARL PKWY,55TH ST,CITY ST/CNTY RD,150,S ,2018/04/11 00:00:00+00,2018/04/11 16:14:00+00,2018,4,April,16,4,11,Wednesday,16,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.027648,-105.225069,0,0,0,0,NON-INTERSECTION,1618,2786
-105.253102,40.005917,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1803071,2,MADISON AVE/30TH ST,30TH ST,CITY ST/CNTY RD,     ,  ,2018/03/14 00:00:00+00,2018/03/14 20:38:00+00,2018,3,March,20,4,14,Wednesday,20,Motorway Collision,Dark - Lighted,NONE,Non-Incapacitating Injury,0,0,1,40.005917,-105.253102,0,0,0,0,AT INTERSECTION,838,2787
-105.274767,40.018974,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1803173,2,16TH ST/PEARL ST,16TH,CITY ST/CNTY RD,     ,  ,2018/03/16 00:00:00+00,2018/03/16 17:42:00+00,2018,3,March,17,6,16,Friday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.018974,-105.274767,0,0,0,0,AT INTERSECTION,1742,2788
-105.234584,39.986627,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1803117,2,TABLE MESA DR/US HIGHWAY 36,SOUTH BOULDER RD,CITY ST/CNTY RD,248,W ,2018/03/15 00:00:00+00,2018/03/15 21:14:00+00,2018,3,March,21,5,15,Thursday,21,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,39.986627,-105.234584,0,0,0,0,CROSSOVER-RELATED,2111,2789
-105.255889,40.000147,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1803004,3,29TH ST/BASELINE RD,BASELINE RD,CITY ST/CNTY RD,235,W ,2018/03/13 00:00:00+00,2018/03/13 12:37:00+00,2018,3,March,12,3,13,Tuesday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000147,-105.255889,0,0,0,0,PARKING LOT,1237,2790
-105.279657,40.016862,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802870,2,BROADWAY/WALNUT ST,BROADWAY,CITY ST/CNTY RD,     ,  ,2018/03/10 00:00:00+00,2018/03/10 17:18:00+00,2018,3,March,17,7,10,Saturday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.016862,-105.279657,0,0,0,0,AT INTERSECTION,1718,2791
-105.281151,40.017106,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802764,2,11TH ST/LAWRY LN,11TH,CITY ST/CNTY RD,20,S ,2018/03/08 00:00:00+00,2018/03/08 17:32:00+00,2018,3,March,17,5,8,Thursday,17,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017106,-105.281151,0,0,0,0,NON-INTERSECTION,1732,2792
-105.253049,39.999112,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802754,2,645   30TH ST      ,30TH,CITY ST/CNTY RD,100,S ,2018/03/08 00:00:00+00,2018/03/08 14:59:00+00,2018,3,March,14,5,8,Thursday,14,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,39.999112,-105.253049,0,0,0,0,NON-INTERSECTION,1459,2793
-105.258468,40.032817,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802519,2,28TH ST/GLENWOOD DR,GELNWOOD DR,CITY ST/CNTY RD,85,W ,2018/03/02 00:00:00+00,2018/03/02 17:14:00+00,2018,3,March,17,6,2,Friday,17,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,40.032817,-105.258468,0,0,0,0,DRIVEWAY ACCESS RELATED,1714,2794
-105.253595,40.023261,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802471,2,PEARL ST/30TH ST,PEARL PARKWAY,CITY ST/CNTY RD,     ,  ,2018/03/01 00:00:00+00,2018/03/01 19:45:00+00,2018,3,March,19,5,1,Thursday,19,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.023261,-105.253595,0,0,0,0,AT INTERSECTION,1945,2795
-105.250152,40.018236,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802433,2,1805  33RD ST      ,33RD STREET,CITY ST/CNTY RD,50,N ,2018/02/28 00:00:00+00,2018/02/28 19:14:00+00,2018,2,February,19,4,28,Wednesday,19,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.018236,-105.250152,0,0,0,0,NON-INTERSECTION,1315,2796
-105.281677,40.018617,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802429,2,11TH ST/SPRUCE ST,SPRUCE ST,CITY ST/CNTY RD,105,E ,2018/02/28 00:00:00+00,2018/02/28 17:40:00+00,2018,2,February,17,4,28,Wednesday,17,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.018617,-105.281677,0,0,0,0,INTERSECTION RELATED,1740,2797
-105.244815,40.02287,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802552,2,FOOTHILLS PKWY/PEARL PKWY,FOOTHILLS PARKWAY,STATE HWY,1000,S ,2018/03/03 00:00:00+00,2018/03/03 08:39:00+00,2018,3,March,8,7,3,Saturday,8,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.02287,-105.244815,0,0,0,0,NON-INTERSECTION,835,2798
-105.258403,40.029131,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1802561,2,VALMONT RD/28TH ST,VALMONT RD,CITY ST/CNTY RD,250,E ,2018/03/03 00:00:00+00,2018/03/03 13:05:00+00,2018,3,March,13,7,3,Saturday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.029131,-105.258403,0,0,0,0,INTERSECTION RELATED,1305,2799
-105.281753,40.023219,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1712966,2,PORTLAND PL/BROADWAY,BROADWAY,CITY ST/CNTY RD,30,S ,2017/10/01 00:00:00+00,2017/10/01 12:39:00+00,2017,10,October,12,1,1,Sunday,12,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.023219,-105.281753,0,0,0,0,NON-INTERSECTION,1239,2800
-105.27469,40.010517,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1715104,2,15TH ST/UNIVERSITY AVE,UNIVERSITY,CITY ST/CNTY RD,200,E ,2017/11/15 00:00:00+00,2017/11/15 15:52:00+00,2017,11,November,15,4,15,Wednesday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.010517,-105.27469,0,0,0,0,NON-INTERSECTION,1553,2801
-105.253634,40.014706,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1715056,2,30TH ST/ARAPAHOE AVE,ARAPAHOE RD,STATE HWY,     ,  ,2017/11/14 00:00:00+00,2017/11/14 17:36:00+00,2017,11,November,17,3,14,Tuesday,17,Motorway Collision,Dawn or Dusk,NONE,Property Damage Only,0,0,0,40.014706,-105.253634,0,0,0,0,AT INTERSECTION,1629,2802
-105.258571,40.043598,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1715010,2,28TH ST/WINDING TRAIL DR,28TH ST,STATE HWY,984,S ,2017/11/13 00:00:00+00,2017/11/13 18:06:00+00,2017,11,November,18,2,13,Monday,18,Motorway Collision,Dark - Unlighted,NONE,Property Damage Only,0,0,0,40.043598,-105.258571,0,0,0,0,NON-INTERSECTION,1807,2803
-105.278701,40.010489,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,1714962,3,11TH ST/UNIVERSITY AVE,UNIVERSITY AVE,CITY ST/CNTY RD,     ,  ,2017/11/12 00:00:00+00,2017/11/12 15:55:00+00,2017,11,November,15,1,12,Sunday,15,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.010489,-105.278701,0,0,0,0,AT INTERSECTION,1554,2804
-105.257829,40.000354,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2201038,2,BASELINE RD/28TH ST,BASELINE ROAD,STATE HWY,     ,  ,2022/02/03 00:00:00+00,2022/02/03 09:57:00+00,2022,2,February,9,5,3,Thursday,9,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000354,-105.257829,0,0,0,0,CROSSOVER-RELATED,957,2805
-105.258482,40.036463,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2201046,2,28TH ST/IRIS AVE,IRIS AVENUE,CITY ST/CNTY RD,     ,W ,2022/02/03 00:00:00+00,2022/02/03 11:36:00+00,2022,2,February,11,5,3,Thursday,11,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.036463,-105.258482,0,0,0,0,DRIVEWAY ACCESS RELATED,1136,2806
-105.258492,40.017345,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2201094,2,28TH ST/CANYON BLVD,28TH ST,STATE HWY,     ,S ,2022/02/04 00:00:00+00,2022/02/04 15:43:00+00,2022,2,February,15,6,4,Friday,15,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.017345,-105.258492,0,0,0,0,NON-INTERSECTION,1543,2807
-105.267721,40.003464,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2201124,2,BROADWAY/20TH ST,BROADWAY,STATE HWY,     ,S ,2022/02/04 00:00:00+00,2022/02/04 00:00:00+00,2022,2,February,0,6,4,Friday,0,Motorway Collision,Dark - Unlighted,NONE,Property Damage Only,0,0,0,40.003464,-105.267721,0,0,0,0,NON-INTERSECTION,2230,2808
-105.267763,40.003446,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2201210,2,20TH ST/BROADWAY,BROADWAY,STATE HWY,     ,  ,2022/02/07 00:00:00+00,2022/02/07 19:46:00+00,2022,2,February,19,2,7,Monday,19,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.003446,-105.267763,0,0,0,0,AT INTERSECTION,1945,2809
-105.267699,40.003423,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2200246,2,REGENT DR/BROADWAY,BROADWAY,STATE HWY,     ,N ,2022/01/10 00:00:00+00,2022/01/10 09:58:00+00,2022,1,January,9,2,10,Monday,9,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.003423,-105.267699,0,0,0,0,NON-INTERSECTION,958,2810
-105.24066,40.014698,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2200139,2,FOOTHILLS PKWY/ARAPAHOE AVE,FOOTHILLS PKY,STATE HWY,     ,N ,2022/01/06 00:00:00+00,2022/01/06 15:32:00+00,2022,1,January,15,5,6,Thursday,15,Hit-and-Run Collision,Daylight,NONE,Property Damage Only,0,0,0,40.014698,-105.24066,0,0,0,0,NON-INTERSECTION,1038,2811
-105.26379,40.000067,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2112103,2,BROADWAY/BASELINE RD,BROADWAY,STATE HWY,     ,S ,2021/12/19 00:00:00+00,2021/12/19 14:15:00+00,2021,12,December,14,1,19,Sunday,14,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000067,-105.26379,0,0,0,0,NON-INTERSECTION,1400,2812
-105.229163,40.01477,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2112049,2,ARAPAHOE AVE/PATTON DR,ARAPAHOE AVE,STATE HWY,     ,W ,2021/12/17 00:00:00+00,2021/12/17 17:19:00+00,2021,12,December,17,6,17,Friday,17,Motorway Collision,Dark - Lighted,NONE,Property Damage Only,0,0,0,40.01477,-105.229163,0,0,0,0,NON-INTERSECTION,1719,2813
-105.260198,40.000304,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2111924,2,BASELINE RD/27TH WAY,BASELINE RD,STATE HWY,     ,E ,2021/12/14 00:00:00+00,2021/12/14 11:19:00+00,2021,12,December,11,3,14,Tuesday,11,Motorway Collision,Daylight,NONE,Possible injury,0,0,0,40.000304,-105.260198,0,0,0,0,NON-INTERSECTION,1119,2814
-105.260198,40.000304,Police Collision Report,COLLISION W/ MV - SIDE TO SIDE-SAME DIRECTION,2111933,2,BASELINE RD/27TH WAY,BASELINE RD,STATE HWY,     ,  ,2021/12/14 00:00:00+00,2021/12/14 13:27:00+00,2021,12,December,13,3,14,Tuesday,13,Motorway Collision,Daylight,NONE,Property Damage Only,0,0,0,40.000304,-105.260198,0,0,0,0,AT INTERSECTION,1327,2815
